identifier 3,identifier,identifier 2,project_title,project_abstract,project_url,digital_origin,form,object_in_context,public_note,physicalDescription_note,physicalDescription_note 2,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_geographic 4,subject_geographic 5,item_type,language,title_initial_article,title,rights,collection,collection_identifier,repository,name,record_source,file_thumbnail_URL,date_text,date_single_start,date_range_end,date_qualifier,public_note 2,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,subject_topical 5,subject_name 1,subject_name 2
0012_000603_000331_0001,derris_699,derris:699,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A699,,Film type: Kodachrome Transparency,,Little River (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh91003381,,,,,still image,zxx,,Little River with the Derris Motel Canoe,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A699/datastream/TN/view/Little%20River%20with%20the%20Derris%20Motel%20Canoe.jpg,Undated,1940,1969,inferred,Dates inferred from archival collection dates.,,,,,,,
0012_000603_000383_0001,derris_751,derris:751,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A751,Transcribed from slide mount: on Rich Mt above clouds; redbud shrubs in foreground.,Film type: Kodachrome Transparency,Camera setting: 10@50 on ∞,Rich Mountain,,,,,still image,zxx,,Redbuds on Rich Mountain Above the Clouds,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A751/datastream/TN/view/Redbuds%20on%20Rich%20Mountain%20Above%20the%20Clouds.jpg,1954-04-02,1954-04-02,,,,Redbud | http://id.loc.gov/authorities/subjects/sh85112106,Judas Tree,,,,,
0012_000603_000278_0001,derris_646,derris:646,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A646,Transcribed from slide mount: Chimney foot bridge,Film type: Kodachrome Transparency,Camera setting: 45@200 ∞ on 45,"Chimney Tops (Tenn.) | Coordinates: 35.62999, -83.47803","Little Pigeon River (Tenn.) | Coordinates: 35.93092, -83.59545","Chimney Tops Foot Bridge (Tenn.) | Coordinates: 35.6346, -83.47017",,,still image,zxx,,Chimney Tops Foot Bridge,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A646/datastream/TN/view/Chimney%20Tops%20Foot%20Bridge.jpg,1957-06-12,1957-06-12,,,,,,,,,,
0012_000603_000301_0001,derris_669,derris:669,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A669,Transcribed from slide mount: F Creek Gap,Film type: Kodachrome Transparency,Camera setting: Pola,"Fighting Creek Gap (Tenn.) | Coordinates: 35.67176, -83.58072",,,,,still image,zxx,,Fighting Creek Gap,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A669/datastream/TN/view/Fighting%20Creek%20Gap.jpg,1960-11-05,1960-11-05,,,,,,,,,,
0012_000603_000382_0001,derris_750,derris:750,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A750,Transcribed from slide mount: Rich Mt Tower; with Beebes & Cranes,Film type: Kodachrome Transparency,Camera setting: 56@50 on 56-Pola,Rich Mountain Tower,,,,,still image,zxx,,Rich Mountain Tower,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A750/datastream/TN/view/Rich%20Mountain%20Tower.jpg,1960-10-20,1960-10-20,,,,,,,,,,
0012_000603_000401_0001,derris_769,derris:769,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A769,Transcribed from slide mount: on Cades Cove Rd. going up. (near top of hill),Film type: Kodachrome Transparency,Camera setting: 8@25 on ∞,Laurel Creek Road,,,,,still image,zxx,,"On Cades Cove Road Going up, near Top of Hill","May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A769/datastream/TN/view/On%20Cades%20Cove%20Road%20Going%20up%2C%20near%20Top%20of%20Hill.jpg,1953-10-17,1953-10-17,,,,,,,,,,
0012_000603_000303_0001,derris_671,derris:671,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A671,Transcribed from slide mount: Fontana Dam; Taken for me by Mr & Mrs Dyral [sp.] Garrison,Film type: Kodachrome Transparency,,"Fontana Dam (N.C.) | Coordinates: 35.45342, -83.8049",Appalachian Trail | URI: http://id.loc.gov/authorities/subjects/sh85006076,,,,still image,zxx,,Fontana Dam,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A671/datastream/TN/view/Fontana%20Dam.jpg,1956-06-12,1956-06-12,,,,,,,,,,
0012_000603_000212_0001,derris_580,derris:580,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A580,Transcribed from slide mount: Mama Bear & her cub,Film type: Kodachrome Transparency,Camera setting: 7@50 on 25,,,,,,still image,zxx,,Mama Bear and Cub,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A580/datastream/TN/view/Mama%20Bear%20and%20Cub.jpg,1960-06-10,1960-06-10,,,,Bears | http://id.loc.gov/authorities/subjects/sh85012691,,,,,,
0012_000603_000448_0001,derris_816,derris:816,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A816,Transcribed from slide mount: Lake Marion; Wears Cove,Film type: GEMounts,,Lake Marion,"Wear Cove (Tenn.) | Coordinates: 35.73287, -83.60795",,,,still image,zxx,,Lake Marion in Wear Cove,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A816/datastream/TN/view/Lake%20Marion%20in%20Wear%20Cove.jpg,1960-11-05,1960-11-05,,,,,,,,,,
0012_000603_000201_0001,derris_569,derris:569,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A569,Transcribed from slide mount: Alum Cave,Film type: Kodachrome Transparency,,"Alum Cave (Tenn.) | Coordinates: 36.48925, -83.92353",Alum Cave Bluff (Tenn.),Alum Cave Trail (Tenn.),,,still image,zxx,,Alum Cave,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A569/datastream/TN/view/Alum%20Cave.jpg,Undated,1940,1969,inferred,Dates inferred from archival collection dates.,,,,,,,
0012_000603_000224_0001,derris_592,derris:592,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A592,Transcribed from slide mount: Cades Cove (a little to lite.),Film type: Kodachrome Transparency,Camera setting: 7@25,"Cades Cove (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85018626 | Coordinates: 35.60591, -83.78128",,,,,still image,zxx,,Cades Cove,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A592/datastream/TN/view/Cades%20Cove.jpg,1953-09-27,1953-09-27,,,,,,,,,,
0012_000603_000470_0001,derris_838,derris:838,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A838,Transcribed from slide mount: Wears Vally [sp.],Film type: Kodachrome Transparency,Camera setting: 8@50 ∞ on 8 plain,"Wear Cove (Tenn.) | Coordinates: 35.73287, -83.60795",,,,,still image,zxx,,Wears Valley in Winter,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A838/datastream/TN/view/Wears%20Valley%20in%20Winter.jpg,1958-12-17,1958-12-17,,,,,,,,,,
0012_000603_000274_0001,derris_642,derris:642,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A642,,Film type: Kodachrome Transparency,Camera setting: 56@25 on ∞ Pola,"Chimney Tops (Tenn.) | Coordinates: 35.62999, -83.47803",,,,,still image,zxx,,Chimney Tops in Autumn,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A642/datastream/TN/view/Chimney%20Tops%20in%20Autumn.jpg,1958-10-23,1958-10-23,,,,,,,,,,
0012_000603_000359_0001,derris_727,derris:727,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A727,Transcribed from slide mount: Mr & Mrs Tipton up Rich Mt. Rd.; This old home,Film type: Kodachrome Transparency,Camera setting: 7@50 ∞ on 7,Rich Mountain Road,Tipton Home,,,,still image,zxx,,Tipton Home up Rich Mountain Road,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A727/datastream/TN/view/Tipton%20Home%20up%20Rich%20Mountain%20Road.jpg,1954-10-28,1954-10-28,,,,,,,,,,
0012_000603_000251_0001,derris_619,derris:619,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A619,Transcribed from slide mount: The Shields Home Place,Film type: Kodachrome Transparency,Camera setting: 8@25 at 8 Pola,"Cades Cove (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85018626 | Coordinates: 35.60591, -83.78128",Shields Place,,,,still image,zxx,,Shields Place in Cades Cove,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A619/datastream/TN/view/Shields%20Place%20in%20Cades%20Cove.jpg,1959-09-27,1959-09-27,,,,,,,,,,
0012_000603_000226_0001,derris_594,derris:594,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A594,Transcribed from slide mount: Cades Cove,Film type: Kodachrome Transparency,Camera setting: 7@50 ∞ on 7,"Cades Cove (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85018626 | Coordinates: 35.60591, -83.78128",Primitive Baptist Church,Primitive Baptist Cemetery,,,still image,zxx,,Primitive Baptist Church in Cades Cove,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A594/datastream/TN/view/Primitive%20Baptist%20Church%20in%20Cades%20Cove.jpg,1954-06-01,1954-06-01,,,,Graveyard,,,,,,
0012_000603_000232_0001,derris_600,derris:600,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A600,Transcribed from slide mount: Cades Cove Rd.,Film type: Kodachrome Transparency,,Laurel Creek Road,,,,,still image,zxx,,Cades Cove Road,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A600/datastream/TN/view/Cades%20Cove%20Road.jpg,1960-11-05,1960-11-05,,,,,,,,,,
0012_000603_000387_0001,derris_755,derris:755,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A755,Transcribed from slide mount: Rich Mt; Dry Valley; back side,Film type: Kodachrome Transparency,Camera setting: 7@25 ∞ on 8,Rich Mountain,"Dry Valley (Tenn.) | Coordinates: 35.6637, -83.78545",,,,still image,zxx,,"Rich Mountain, Dry Valley","May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A755/datastream/TN/view/Rich%20Mountain%2C%20Dry%20Valley.jpg,1958-11-09,1958-11-09,,,,,,,,,,
